transaction_id,timestamp,customer_id,customer_type,menu_id,menu_name,category,unit_price,quantity,line_total
T000086,2026-01-02 19:31:07,C00081,regular,M021,Mie Goreng,Food,32000,1,32000
T000087,2026-01-02 08:53:58,C00016,regular,M002,Kopi Tubruk,Coffee,15000,3,45000
T000087,2026-01-02 08:53:58,C00016,regular,M004,Cappuccino,Coffee,28000,2,56000
T000088,2026-01-02 13:30:30,C00071,regular,M005,Latte,Coffee,28000,1,28000
T000089,2026-01-02 18:08:55,C00099,regular,M014,Coconut Water,Juice,15000,3,45000
T000089,2026-01-02 18:08:55,C00099,regular,M020,Nasi Goreng,Food,35000,2,70000
T000090,2026-01-02 11:19:53,C00085,regular,M003,Americano,Coffee,20000,1,20000
T000090,2026-01-02 11:19:53,C00085,regular,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T000091,2026-01-02 15:29:59,C00025,regular,M004,Cappuccino,Coffee,28000,1,28000
T000091,2026-01-02 15:29:59,C00025,regular,M026,Ayam Geprek,Food,38000,1,38000
T000091,2026-01-02 15:29:59,C00025,regular,M005,Latte,Coffee,28000,1,28000
T000091,2026-01-02 15:29:59,C00025,regular,M031,Banana Bread,Pastry,25000,1,25000
T000092,2026-01-02 21:50:52,W001247,walk_in,M001,Es Kopi Susu,Coffee,22000,1,22000
T000092,2026-01-02 21:50:52,W001247,walk_in,M020,Nasi Goreng,Food,35000,2,70000
T000093,2026-01-02 19:28:06,C00059,regular,M004,Cappuccino,Coffee,28000,2,56000
T000094,2026-01-02 21:04:30,W002172,walk_in,M022,Bakso,Food,30000,1,30000
T000095,2026-01-02 19:54:43,W003114,walk_in,M022,Bakso,Food,30000,2,60000
T000095,2026-01-02 19:54:43,W003114,walk_in,M020,Nasi Goreng,Food,35000,1,35000
T000095,2026-01-02 19:54:43,W003114,walk_in,M022,Bakso,Food,30000,1,30000
T000095,2026-01-02 19:54:43,W003114,walk_in,M023,Soto Ayam,Food,28000,1,28000
T000096,2026-01-02 10:05:27,W000824,walk_in,M022,Bakso,Food,30000,3,90000
T000097,2026-01-02 07:50:03,C00048,regular,M004,Cappuccino,Coffee,28000,1,28000
T000098,2026-01-02 17:11:10,C00079,regular,M020,Nasi Goreng,Food,35000,1,35000
T000098,2026-01-02 17:11:10,C00079,regular,M030,Croissant,Pastry,22000,1,22000
T000098,2026-01-02 17:11:10,C00079,regular,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T000099,2026-01-02 10:00:57,W002357,walk_in,M003,Americano,Coffee,20000,1,20000
T000099,2026-01-02 10:00:57,W002357,walk_in,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T000100,2026-01-02 16:27:44,C00109,regular,M040,Extra Shot,AddOn,8000,2,16000
T000101,2026-01-02 08:24:36,C00038,regular,M004,Cappuccino,Coffee,28000,3,84000
T000101,2026-01-02 08:24:36,C00038,regular,M020,Nasi Goreng,Food,35000,1,35000
T000101,2026-01-02 08:24:36,C00038,regular,M010,Teh Manis Panas/Dingin,Tea,10000,1,10000
T000101,2026-01-02 08:24:36,C00038,regular,M022,Bakso,Food,30000,1,30000
T000102,2026-01-02 16:31:53,W002345,walk_in,M004,Cappuccino,Coffee,28000,2,56000
T000102,2026-01-02 16:31:53,W002345,walk_in,M004,Cappuccino,Coffee,28000,1,28000
T000103,2026-01-02 10:48:46,W001121,walk_in,M031,Banana Bread,Pastry,25000,1,25000
T000103,2026-01-02 10:48:46,W001121,walk_in,M005,Latte,Coffee,28000,1,28000
T000104,2026-01-02 15:46:08,C00038,regular,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T000105,2026-01-02 18:56:23,C00117,regular,M004,Cappuccino,Coffee,28000,3,84000
T000106,2026-01-02 20:51:18,W002775,walk_in,M020,Nasi Goreng,Food,35000,1,35000
T000106,2026-01-02 20:51:18,W002775,walk_in,M024,Gado-Gado,Food,28000,1,28000
T000106,2026-01-02 20:51:18,W002775,walk_in,M022,Bakso,Food,30000,1,30000
T000107,2026-01-02 12:54:51,C00012,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T000107,2026-01-02 12:54:51,C00012,regular,M020,Nasi Goreng,Food,35000,1,35000
T000108,2026-01-02 17:37:24,W003044,walk_in,M004,Cappuccino,Coffee,28000,1,28000
T000109,2026-01-02 19:35:20,W001814,walk_in,M022,Bakso,Food,30000,1,30000
T000109,2026-01-02 19:35:20,W001814,walk_in,M023,Soto Ayam,Food,28000,1,28000
T000110,2026-01-02 08:02:02,C00064,regular,M003,Americano,Coffee,20000,1,20000
T000111,2026-01-02 12:23:42,W003434,walk_in,M023,Soto Ayam,Food,28000,2,56000
T000111,2026-01-02 12:23:42,W003434,walk_in,M022,Bakso,Food,30000,2,60000
T000112,2026-01-02 16:17:02,W001780,walk_in,M032,Pisang Goreng,Pastry,18000,2,36000
T000113,2026-01-02 08:43:23,C00083,regular,M005,Latte,Coffee,28000,1,28000
T000114,2026-01-02 08:54:52,C00085,regular,M020,Nasi Goreng,Food,35000,3,105000
T000115,2026-01-02 07:21:15,W001682,walk_in,M023,Soto Ayam,Food,28000,1,28000
T000116,2026-01-02 09:55:14,C00019,regular,M013,Es Campur,Juice,20000,1,20000
T000116,2026-01-02 09:55:14,C00019,regular,M034,Cookies (3 pcs),Pastry,18000,3,54000
T000117,2026-01-03 08:55:01,C00046,regular,M003,Americano,Coffee,20000,1,20000
T000117,2026-01-03 08:55:01,C00046,regular,M002,Kopi Tubruk,Coffee,15000,1,15000
T000118,2026-01-03 18:33:07,W003902,walk_in,M011,Matcha Latte,Tea,28000,1,28000
T000119,2026-01-03 13:14:39,C00101,regular,M022,Bakso,Food,30000,1,30000
T000119,2026-01-03 13:14:39,C00101,regular,M022,Bakso,Food,30000,1,30000
T000119,2026-01-03 13:14:39,C00101,regular,M040,Extra Shot,AddOn,8000,2,16000
T000120,2026-01-03 13:06:31,W003634,walk_in,M002,Kopi Tubruk,Coffee,15000,1,15000
T000121,2026-01-03 08:17:39,W002664,walk_in,M012,Es Jeruk,Juice,18000,1,18000
T000122,2026-01-03 14:27:06,W000938,walk_in,M021,Mie Goreng,Food,32000,2,64000
T000122,2026-01-03 14:27:06,W000938,walk_in,M023,Soto Ayam,Food,28000,1,28000
T000122,2026-01-03 14:27:06,W000938,walk_in,M011,Matcha Latte,Tea,28000,1,28000
T000123,2026-01-03 12:29:25,C00013,regular,M010,Teh Manis Panas/Dingin,Tea,10000,1,10000
T000124,2026-01-03 20:43:59,C00012,regular,M002,Kopi Tubruk,Coffee,15000,1,15000
T000124,2026-01-03 20:43:59,C00012,regular,M024,Gado-Gado,Food,28000,2,56000
T000124,2026-01-03 20:43:59,C00012,regular,M021,Mie Goreng,Food,32000,1,32000
T000125,2026-01-03 15:21:42,C00046,regular,M032,Pisang Goreng,Pastry,18000,1,18000
T000125,2026-01-03 15:21:42,C00046,regular,M031,Banana Bread,Pastry,25000,1,25000
T000125,2026-01-03 15:21:42,C00046,regular,M005,Latte,Coffee,28000,1,28000
T000126,2026-01-03 08:32:13,C00062,regular,M001,Es Kopi Susu,Coffee,22000,2,44000
T000127,2026-01-03 12:48:17,C00104,regular,M021,Mie Goreng,Food,32000,2,64000
T000128,2026-01-03 16:43:41,C00078,regular,M026,Ayam Geprek,Food,38000,1,38000
T000128,2026-01-03 16:43:41,C00078,regular,M003,Americano,Coffee,20000,2,40000
T000128,2026-01-03 16:43:41,C00078,regular,M005,Latte,Coffee,28000,1,28000
T000129,2026-01-03 07:55:09,C00052,regular,M022,Bakso,Food,30000,3,90000
T000130,2026-01-03 08:33:13,C00059,regular,M005,Latte,Coffee,28000,2,56000
T000131,2026-01-03 18:36:38,C00007,regular,M024,Gado-Gado,Food,28000,1,28000
T000132,2026-01-03 08:28:42,C00078,regular,M004,Cappuccino,Coffee,28000,2,56000
T000133,2026-01-03 08:27:07,C00087,regular,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T000133,2026-01-03 08:27:07,C00087,regular,M003,Americano,Coffee,20000,3,60000
T000134,2026-01-03 07:13:19,W001125,walk_in,M004,Cappuccino,Coffee,28000,1,28000
T000134,2026-01-03 07:13:19,W001125,walk_in,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T000135,2026-01-03 08:34:45,C00072,regular,M025,Nasi Uduk Komplit,Food,30000,1,30000
T000135,2026-01-03 08:34:45,C00072,regular,M030,Croissant,Pastry,22000,1,22000
T000135,2026-01-03 08:34:45,C00072,regular,M001,Es Kopi Susu,Coffee,22000,3,66000
T000136,2026-01-03 19:36:27,C00091,regular,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T000136,2026-01-03 19:36:27,C00091,regular,M033,Donut,Pastry,15000,1,15000
T000137,2026-01-03 20:29:53,W002965,walk_in,M026,Ayam Geprek,Food,38000,1,38000
T000138,2026-01-03 16:33:05,C00040,regular,M004,Cappuccino,Coffee,28000,2,56000
T000138,2026-01-03 16:33:05,C00040,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T000139,2026-01-03 15:12:57,W002877,walk_in,M026,Ayam Geprek,Food,38000,2,76000
T000139,2026-01-03 15:12:57,W002877,walk_in,M004,Cappuccino,Coffee,28000,1,28000
T000140,2026-01-03 09:38:09,W000618,walk_in,M024,Gado-Gado,Food,28000,1,28000
T000141,2026-01-03 18:48:37,C00119,regular,M022,Bakso,Food,30000,3,90000
T000141,2026-01-03 18:48:37,C00119,regular,M010,Teh Manis Panas/Dingin,Tea,10000,3,30000
T000141,2026-01-03 18:48:37,C00119,regular,M010,Teh Manis Panas/Dingin,Tea,10000,1,10000
T000142,2026-01-03 13:40:19,W000461,walk_in,M002,Kopi Tubruk,Coffee,15000,1,15000
T000143,2026-01-03 07:23:53,C00083,regular,M030,Croissant,Pastry,22000,1,22000
T000143,2026-01-03 07:23:53,C00083,regular,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T000143,2026-01-03 07:23:53,C00083,regular,M011,Matcha Latte,Tea,28000,2,56000
T000144,2026-01-03 19:28:58,W001543,walk_in,M020,Nasi Goreng,Food,35000,1,35000
T000145,2026-01-03 08:06:51,W002814,walk_in,M001,Es Kopi Susu,Coffee,22000,1,22000
T000145,2026-01-03 08:06:51,W002814,walk_in,M001,Es Kopi Susu,Coffee,22000,2,44000
T000145,2026-01-03 08:06:51,W002814,walk_in,M034,Cookies (3 pcs),Pastry,18000,1,18000
T000145,2026-01-03 08:06:51,W002814,walk_in,M012,Es Jeruk,Juice,18000,1,18000
T000146,2026-01-03 20:24:26,W000429,walk_in,M022,Bakso,Food,30000,1,30000
T000146,2026-01-03 20:24:26,W000429,walk_in,M002,Kopi Tubruk,Coffee,15000,1,15000
T000147,2026-01-03 11:46:54,W001232,walk_in,M020,Nasi Goreng,Food,35000,1,35000
T000148,2026-01-03 12:41:44,W001057,walk_in,M031,Banana Bread,Pastry,25000,1,25000
T000148,2026-01-03 12:41:44,W001057,walk_in,M013,Es Campur,Juice,20000,2,40000
T000149,2026-01-03 18:42:44,W000766,walk_in,M020,Nasi Goreng,Food,35000,1,35000
T000149,2026-01-03 18:42:44,W000766,walk_in,M011,Matcha Latte,Tea,28000,1,28000
T000150,2026-01-03 09:49:31,C00018,regular,M004,Cappuccino,Coffee,28000,2,56000
T000151,2026-01-03 14:34:53,W000310,walk_in,M030,Croissant,Pastry,22000,1,22000
T000151,2026-01-03 14:34:53,W000310,walk_in,M020,Nasi Goreng,Food,35000,1,35000
T000152,2026-01-03 09:44:49,W001357,walk_in,M001,Es Kopi Susu,Coffee,22000,1,22000
T000152,2026-01-03 09:44:49,W001357,walk_in,M022,Bakso,Food,30000,3,90000
T000153,2026-01-03 16:48:47,W001917,walk_in,M005,Latte,Coffee,28000,2,56000
T000153,2026-01-03 16:48:47,W001917,walk_in,M006,Es Kopi Gula Aren,Coffee,25000,2,50000
T000154,2026-01-03 12:36:28,C00037,regular,M020,Nasi Goreng,Food,35000,1,35000
T000154,2026-01-03 12:36:28,C00037,regular,M004,Cappuccino,Coffee,28000,1,28000
T000155,2026-01-03 16:55:16,C00062,regular,M012,Es Jeruk,Juice,18000,1,18000
T000155,2026-01-03 16:55:16,C00062,regular,M026,Ayam Geprek,Food,38000,2,76000
T000155,2026-01-03 16:55:16,C00062,regular,M005,Latte,Coffee,28000,2,56000
T000156,2026-01-03 11:57:32,C00056,regular,M031,Banana Bread,Pastry,25000,2,50000
T000157,2026-01-03 19:59:01,C00051,regular,M005,Latte,Coffee,28000,3,84000
T000157,2026-01-03 19:59:01,C00051,regular,M012,Es Jeruk,Juice,18000,1,18000
T000158,2026-01-03 20:53:45,W001197,walk_in,M006,Es Kopi Gula Aren,Coffee,25000,2,50000
T000159,2026-01-03 17:08:48,W003675,walk_in,M030,Croissant,Pastry,22000,1,22000
T000159,2026-01-03 17:08:48,W003675,walk_in,M003,Americano,Coffee,20000,1,20000
T000160,2026-01-03 20:38:33,C00100,regular,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T000161,2026-01-03 13:50:39,C00015,regular,M020,Nasi Goreng,Food,35000,1,35000
T000161,2026-01-03 13:50:39,C00015,regular,M022,Bakso,Food,30000,1,30000
T000161,2026-01-03 13:50:39,C00015,regular,M023,Soto Ayam,Food,28000,1,28000
T000162,2026-01-03 07:22:15,C00024,regular,M001,Es Kopi Susu,Coffee,22000,3,66000
T000162,2026-01-03 07:22:15,C00024,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T000163,2026-01-03 14:32:35,C00112,regular,M021,Mie Goreng,Food,32000,3,96000
T000163,2026-01-03 14:32:35,C00112,regular,M005,Latte,Coffee,28000,1,28000
